County	Election District	Election Precinct	Cong	Legs	Candidate Name	Partyx	Office Name	Office District	Winner	Write-In?	Election Night Votes	Election Night Votes Against
14	1	16	2	13	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		147	
14	1	16	2	13	Michael Carney	LIB	Representative in Congress	2			5	
14	1	16	2	13	Guy Mimoun	GRN	Representative in Congress	2			7	
14	1	16	2	13	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
14	1	21	2	13	Fake Judge Name	BOT	Fake Retention Office	2			182	
14	1	21	2	13	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		603	
14	1	21	2	13	Michael Carney	LIB	Representative in Congress	2			23	
14	1	21	2	13	Guy Mimoun	GRN	Representative in Congress	2			13	
14	1	21	2	13	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
14	6	1	2	13	Fake Judge Name	BOT	Fake Retention Office	2			254	
14	6	1	2	13	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		482	
14	6	1	2	13	Michael Carney	LIB	Representative in Congress	2			24	
14	6	1	2	13	Guy Mimoun	GRN	Representative in Congress	2			11	
14	6	1	2	13	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
14	6	2	2	13	Fake Judge Name	BOT	Fake Retention Office	2			238	
14	6	2	2	13	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		924	
14	6	2	2	13	Michael Carney	LIB	Representative in Congress	2			28	
14	6	2	2	13	Guy Mimoun	GRN	Representative in Congress	2			20	
14	6	2	2	13	Other Write-Ins	BOT	Representative in Congress	2		Y	2	
14	6	7	2	13	Fake Judge Name	BOT	Fake Retention Office	2			99	
14	6	7	2	13	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		288	
14	6	7	2	13	Michael Carney	LIB	Representative in Congress	2			14	
14	6	7	2	13	Guy Mimoun	GRN	Representative in Congress	2			2	
14	6	7	2	13	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
14	6	27	2	13	Fake Judge Name	BOT	Fake Retention Office	2			205	
14	6	27	2	13	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		675	
14	6	27	2	13	Michael Carney	LIB	Representative in Congress	2			22	
14	6	27	2	13	Guy Mimoun	GRN	Representative in Congress	2			12	
14	6	27	2	13	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
14	6	30	2	13	Fake Judge Name	BOT	Fake Retention Office	2			72	
14	6	30	2	13	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		311	
14	6	30	2	13	Michael Carney	LIB	Representative in Congress	2			8	
14	6	30	2	13	Guy Mimoun	GRN	Representative in Congress	2			9	
14	6	30	2	13	Other Write-Ins	BOT	Representative in Congress	2		Y	1	
14	6	33	2	13	Fake Judge Name	BOT	Fake Retention Office	2			227	
14	6	33	2	13	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		506	
14	6	33	2	13	Michael Carney	LIB	Representative in Congress	2			25	
14	6	33	2	13	Guy Mimoun	GRN	Representative in Congress	2			12	
14	6	33	2	13	Other Write-Ins	BOT	Representative in Congress	2		Y	0	
14	6	35	2	13	Fake Judge Name	BOT	Fake Retention Office	2			349	
14	6	35	2	13	C.A. Dutch Ruppersberger	DEM	Representative in Congress	2	Y		1212	
14	6	35	2	13	Michael Carney	LIB	Representative in Congress	2			23	
14	6	35	2	13	Guy Mimoun	GRN	Representative in Congress	2			16	
14	6	35	2	13	Other Write-Ins	BOT	Representative in Congress	2		Y	4	
