Contest	Selection	CountItemType	Count
North Carolina;General Assembly Senate District 44 Primary;North Carolina Republican Party	Martin Oakes	election-day	1485
North Carolina;General Assembly Senate District 44 Primary;North Carolina Republican Party	Martin Oakes	provisional	10
North Carolina;General Assembly Senate District 44 Primary;North Carolina Republican Party	Martin Oakes	total	2370
North Carolina;General Assembly Senate District 44 Primary;North Carolina Republican Party	Ted Alexander	absentee-mail	56
North Carolina;General Assembly Senate District 44 Primary;North Carolina Republican Party	Ted Alexander	early	3040
North Carolina;General Assembly Senate District 44 Primary;North Carolina Republican Party	Ted Alexander	election-day	7930
North Carolina;General Assembly Senate District 44 Primary;North Carolina Republican Party	Ted Alexander	provisional	20
North Carolina;General Assembly Senate District 44 Primary;North Carolina Republican Party	Ted Alexander	total	11046
North Carolina;General Assembly Senate District 45 Primary;North Carolina Republican Party	Deanna Ballard	absentee-mail	166
North Carolina;General Assembly Senate District 45 Primary;North Carolina Republican Party	Deanna Ballard	early	3978
North Carolina;General Assembly Senate District 45 Primary;North Carolina Republican Party	Deanna Ballard	election-day	12616
North Carolina;General Assembly Senate District 45 Primary;North Carolina Republican Party	Deanna Ballard	provisional	46
North Carolina;General Assembly Senate District 45 Primary;North Carolina Republican Party	Deanna Ballard	total	16806
North Carolina;General Assembly Senate District 45 Primary;North Carolina Republican Party	Shirley Blackburn Randleman	absentee-mail	89
North Carolina;General Assembly Senate District 45 Primary;North Carolina Republican Party	Shirley Blackburn Randleman	early	2101
North Carolina;General Assembly Senate District 45 Primary;North Carolina Republican Party	Shirley Blackburn Randleman	election-day	5064
North Carolina;General Assembly Senate District 45 Primary;North Carolina Republican Party	Shirley Blackburn Randleman	provisional	22
North Carolina;General Assembly Senate District 45 Primary;North Carolina Republican Party	Shirley Blackburn Randleman	total	7276
North Carolina;General Assembly Senate District 47 Primary;North Carolina Democratic Party	Cheryl D. Swofford	absentee-mail	256
North Carolina;General Assembly Senate District 47 Primary;North Carolina Democratic Party	Cheryl D. Swofford	early	608
North Carolina;General Assembly Senate District 47 Primary;North Carolina Democratic Party	Cheryl D. Swofford	election-day	1598
North Carolina;General Assembly Senate District 47 Primary;North Carolina Democratic Party	Cheryl D. Swofford	provisional	11
North Carolina;General Assembly Senate District 47 Primary;North Carolina Democratic Party	Cheryl D. Swofford	total	2473
North Carolina;General Assembly Senate District 47 Primary;North Carolina Democratic Party	Christopher H. Rumfelt	absentee-mail	58
North Carolina;General Assembly Senate District 47 Primary;North Carolina Democratic Party	Christopher H. Rumfelt	early	308
North Carolina;General Assembly Senate District 47 Primary;North Carolina Democratic Party	Christopher H. Rumfelt	election-day	770
North Carolina;General Assembly Senate District 47 Primary;North Carolina Democratic Party	Christopher H. Rumfelt	provisional	5
North Carolina;General Assembly Senate District 47 Primary;North Carolina Democratic Party	Christopher H. Rumfelt	total	1141
North Carolina;General Assembly Senate District 47 Primary;North Carolina Democratic Party	David Wheeler	absentee-mail	746
North Carolina;General Assembly Senate District 47 Primary;North Carolina Democratic Party	David Wheeler	early	2464
North Carolina;General Assembly Senate District 47 Primary;North Carolina Democratic Party	David Wheeler	election-day	5300
North Carolina;General Assembly Senate District 47 Primary;North Carolina Democratic Party	David Wheeler	provisional	34
North Carolina;General Assembly Senate District 47 Primary;North Carolina Democratic Party	David Wheeler	total	8544
North Carolina;General Assembly Senate District 5 Primary;North Carolina Democratic Party	Don Davis	absentee-mail	584
North Carolina;General Assembly Senate District 5 Primary;North Carolina Democratic Party	Don Davis	early	9110
North Carolina;General Assembly Senate District 5 Primary;North Carolina Democratic Party	Don Davis	election-day	12182
North Carolina;General Assembly Senate District 5 Primary;North Carolina Democratic Party	Don Davis	provisional	146
North Carolina;General Assembly Senate District 5 Primary;North Carolina Democratic Party	Don Davis	total	22022
North Carolina;General Assembly Senate District 5 Primary;North Carolina Democratic Party	Lonnie Carraway	absentee-mail	9
North Carolina;General Assembly Senate District 5 Primary;North Carolina Democratic Party	Lonnie Carraway	early	1117
North Carolina;General Assembly Senate District 5 Primary;North Carolina Democratic Party	Lonnie Carraway	election-day	2084
North Carolina;General Assembly Senate District 5 Primary;North Carolina Democratic Party	Lonnie Carraway	provisional	14
North Carolina;General Assembly Senate District 5 Primary;North Carolina Democratic Party	Lonnie Carraway	total	3224
North Carolina;General Assembly Senate District 5 Primary;North Carolina Republican Party	Kimberly Robb	absentee-mail	20
North Carolina;General Assembly Senate District 5 Primary;North Carolina Republican Party	Kimberly Robb	early	2788
North Carolina;General Assembly Senate District 5 Primary;North Carolina Republican Party	Kimberly Robb	election-day	5532
North Carolina;General Assembly Senate District 5 Primary;North Carolina Republican Party	Kimberly Robb	provisional	38
North Carolina;General Assembly Senate District 5 Primary;North Carolina Republican Party	Kimberly Robb	total	8378
North Carolina;General Assembly Senate District 5 Primary;North Carolina Republican Party	Tony Moore	absentee-mail	9
North Carolina;General Assembly Senate District 5 Primary;North Carolina Republican Party	Tony Moore	early	1248
North Carolina;General Assembly Senate District 5 Primary;North Carolina Republican Party	Tony Moore	election-day	2604
North Carolina;General Assembly Senate District 5 Primary;North Carolina Republican Party	Tony Moore	provisional	14
North Carolina;General Assembly Senate District 5 Primary;North Carolina Republican Party	Tony Moore	total	3875
North Carolina;General Assembly Senate District 8 Primary;North Carolina Libertarian Party	Anthony H. Mascolo	absentee-mail	0
North Carolina;General Assembly Senate District 8 Primary;North Carolina Libertarian Party	Anthony H. Mascolo	early	52
North Carolina;General Assembly Senate District 8 Primary;North Carolina Libertarian Party	Anthony H. Mascolo	election-day	54
North Carolina;General Assembly Senate District 8 Primary;North Carolina Libertarian Party	Anthony H. Mascolo	provisional	0
North Carolina;General Assembly Senate District 8 Primary;North Carolina Libertarian Party	Anthony H. Mascolo	total	106
North Carolina;General Assembly Senate District 8 Primary;North Carolina Libertarian Party	Randolph W. (Randy) Crow	absentee-mail	0
North Carolina;General Assembly Senate District 8 Primary;North Carolina Libertarian Party	Randolph W. (Randy) Crow	early	13
North Carolina;General Assembly Senate District 8 Primary;North Carolina Libertarian Party	Randolph W. (Randy) Crow	election-day	25
North Carolina;General Assembly Senate District 8 Primary;North Carolina Libertarian Party	Randolph W. (Randy) Crow	provisional	0
North Carolina;General Assembly Senate District 8 Primary;North Carolina Libertarian Party	Randolph W. (Randy) Crow	total	38
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Albert Lee Wiley, Jr.	absentee-mail	8
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Albert Lee Wiley, Jr.	early	178
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Albert Lee Wiley, Jr.	election-day	428
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Albert Lee Wiley, Jr.	provisional	2
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Albert Lee Wiley, Jr.	total	616
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Gina Collias	absentee-mail	87
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Gina Collias	early	2098
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Gina Collias	election-day	4464
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Gina Collias	provisional	15
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Gina Collias	total	6664
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Ira Roberts	absentee-mail	59
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Ira Roberts	early	560
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Ira Roberts	election-day	1074
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Ira Roberts	provisional	8
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Ira Roberts	total	1701
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Jeff Gregory	absentee-mail	62
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Jeff Gregory	early	1248
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Jeff Gregory	election-day	2405
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Jeff Gregory	provisional	9
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Jeff Gregory	total	3724
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Patrick McHenry	absentee-mail	1076
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Patrick McHenry	early	23420
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Patrick McHenry	election-day	43700
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Patrick McHenry	provisional	150
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Patrick McHenry	total	68346
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Seth Blankenship	absentee-mail	34
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Seth Blankenship	early	397
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Seth Blankenship	election-day	999
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Seth Blankenship	provisional	13
North Carolina;US Congress House of Representatives District 10 Primary;North Carolina Republican Party	Seth Blankenship	total	1443
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Democratic Party	D. Scott Donaldson	absentee-mail	88
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Democratic Party	D. Scott Donaldson	early	3348
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Democratic Party	D. Scott Donaldson	election-day	5947
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Democratic Party	D. Scott Donaldson	provisional	19
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Democratic Party	D. Scott Donaldson	total	9402
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Democratic Party	Phillip G. Price	absentee-mail	224
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Democratic Party	Phillip G. Price	early	10098
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Democratic Party	Phillip G. Price	election-day	16606
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Democratic Party	Phillip G. Price	provisional	70
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Democratic Party	Phillip G. Price	total	26998
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Democratic Party	Steve Woodsmall	absentee-mail	120
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Democratic Party	Steve Woodsmall	early	3906
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Democratic Party	Steve Woodsmall	election-day	6316
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Democratic Party	Steve Woodsmall	provisional	14
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Democratic Party	Steve Woodsmall	total	10356
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Republican Party	Chuck Archerd	absentee-mail	45
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Republican Party	Chuck Archerd	early	2196
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Republican Party	Chuck Archerd	election-day	3390
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Republican Party	Chuck Archerd	provisional	8
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Republican Party	Chuck Archerd	total	5639
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Republican Party	Mark Meadows	absentee-mail	538
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Republican Party	Mark Meadows	early	24512
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Republican Party	Mark Meadows	election-day	46090
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Republican Party	Mark Meadows	provisional	190
North Carolina;US Congress House of Representatives District 11 Primary;North Carolina Republican Party	Mark Meadows	total	71330
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Alma Adams	absentee-mail	534
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Alma Adams	early	21148
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Alma Adams	election-day	55896
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Alma Adams	provisional	120
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Alma Adams	total	77698
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Gabe Ortiz	absentee-mail	9
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Gabe Ortiz	early	428
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Gabe Ortiz	election-day	1517
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Gabe Ortiz	provisional	5
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Gabe Ortiz	total	1959
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Keith Young	absentee-mail	11
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Keith Young	early	540
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Keith Young	election-day	1989
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Keith Young	provisional	9
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Keith Young	total	2549
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Patrick Register	absentee-mail	21
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Patrick Register	early	420
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Patrick Register	election-day	1628
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Patrick Register	provisional	5
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Democratic Party	Patrick Register	total	2074
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Republican Party	Carl Persson	absentee-mail	19
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Republican Party	Carl Persson	early	304
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Republican Party	Carl Persson	election-day	1562
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Republican Party	Carl Persson	provisional	0
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Republican Party	Carl Persson	total	1885
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Republican Party	Paul Bonham	absentee-mail	26
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Republican Party	Paul Bonham	early	415
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Republican Party	Paul Bonham	election-day	1906
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Republican Party	Paul Bonham	provisional	2
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Republican Party	Paul Bonham	total	2349
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Republican Party	Paul Wright	absentee-mail	36
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Republican Party	Paul Wright	early	1026
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Republican Party	Paul Wright	election-day	5372
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Republican Party	Paul Wright	provisional	8
North Carolina;US Congress House of Representatives District 12 Primary;North Carolina Republican Party	Paul Wright	total	6442
North Carolina;US Congress House of Representatives District 13 Primary;North Carolina Democratic Party	Adam Coker	absentee-mail	78
North Carolina;US Congress House of Representatives District 13 Primary;North Carolina Democratic Party	Adam Coker	early	1815
North Carolina;US Congress House of Representatives District 13 Primary;North Carolina Democratic Party	Adam Coker	election-day	6425
North Carolina;US Congress House of Representatives District 13 Primary;North Carolina Democratic Party	Adam Coker	provisional	6
North Carolina;US Congress House of Representatives District 13 Primary;North Carolina Democratic Party	Adam Coker	total	8324
North Carolina;US Congress House of Representatives District 13 Primary;North Carolina Democratic Party	Kathy Manning	absentee-mail	344
North Carolina;US Congress House of Representatives District 13 Primary;North Carolina Democratic Party	Kathy Manning	early	9262
North Carolina;US Congress House of Representatives District 13 Primary;North Carolina Democratic Party	Kathy Manning	election-day	29466
North Carolina;US Congress House of Representatives District 13 Primary;North Carolina Democratic Party	Kathy Manning	provisional	36
North Carolina;US Congress House of Representatives District 13 Primary;North Carolina Democratic Party	Kathy Manning	total	39108
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Democratic Party	Ken Romley	absentee-mail	132
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Democratic Party	Ken Romley	early	2115
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Democratic Party	Ken Romley	election-day	8466
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Democratic Party	Ken Romley	provisional	29
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Democratic Party	Ken Romley	total	10742
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Democratic Party	Linda Coleman	absentee-mail	354
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Democratic Party	Linda Coleman	early	7850
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Democratic Party	Linda Coleman	election-day	28906
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Democratic Party	Linda Coleman	provisional	190
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Democratic Party	Linda Coleman	total	37300
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Democratic Party	Wendy Ella May	absentee-mail	51
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Democratic Party	Wendy Ella May	early	686
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Democratic Party	Wendy Ella May	election-day	3135
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Democratic Party	Wendy Ella May	provisional	23
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Democratic Party	Wendy Ella May	total	3895
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Republican Party	Allen Chesser	absentee-mail	48
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Republican Party	Allen Chesser	early	801
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Republican Party	Allen Chesser	election-day	4742
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Republican Party	Allen Chesser	provisional	21
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Republican Party	Allen Chesser	total	5612
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Republican Party	George Holding	absentee-mail	296
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Republican Party	George Holding	early	5690
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Republican Party	George Holding	election-day	29844
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Republican Party	George Holding	provisional	128
North Carolina;US Congress House of Representatives District 2 Primary;North Carolina Republican Party	George Holding	total	35958
North Carolina;US Congress House of Representatives District 3 Primary;North Carolina Republican Party	Phil Law	absentee-mail	76
North Carolina;US Congress House of Representatives District 3 Primary;North Carolina Republican Party	Phil Law	early	3894
North Carolina;US Congress House of Representatives District 3 Primary;North Carolina Republican Party	Phil Law	election-day	10309
North Carolina;US Congress House of Representatives District 3 Primary;North Carolina Republican Party	Phil Law	provisional	62
North Carolina;US Congress House of Representatives District 3 Primary;North Carolina Republican Party	Phil Law	total	14341
North Carolina;US Congress House of Representatives District 3 Primary;North Carolina Republican Party	Scott Dacey	absentee-mail	82
North Carolina;US Congress House of Representatives District 3 Primary;North Carolina Republican Party	Scott Dacey	early	3751
North Carolina;US Congress House of Representatives District 3 Primary;North Carolina Republican Party	Scott Dacey	election-day	9556
North Carolina;US Congress House of Representatives District 3 Primary;North Carolina Republican Party	Scott Dacey	provisional	31
North Carolina;US Congress House of Representatives District 3 Primary;North Carolina Republican Party	Scott Dacey	total	13420
North Carolina;US Congress House of Representatives District 3 Primary;North Carolina Republican Party	Walter B. Jones	absentee-mail	292
North Carolina;US Congress House of Representatives District 3 Primary;North Carolina Republican Party	Walter B. Jones	early	12926
North Carolina;US Congress House of Representatives District 3 Primary;North Carolina Republican Party	Walter B. Jones	election-day	28558
North Carolina;US Congress House of Representatives District 3 Primary;North Carolina Republican Party	Walter B. Jones	provisional	138
North Carolina;US Congress House of Representatives District 3 Primary;North Carolina Republican Party	Walter B. Jones	total	41914
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Democratic Party	David Price	absentee-mail	964
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Democratic Party	David Price	early	23242
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Democratic Party	David Price	election-day	79944
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Democratic Party	David Price	provisional	256
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Democratic Party	David Price	total	104406
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Democratic Party	Michelle Laws	absentee-mail	108
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Democratic Party	Michelle Laws	early	2036
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Democratic Party	Michelle Laws	election-day	8915
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Democratic Party	Michelle Laws	provisional	61
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Democratic Party	Michelle Laws	total	11120
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Democratic Party	Richard L. Watkins	absentee-mail	79
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Democratic Party	Richard L. Watkins	early	812
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Democratic Party	Richard L. Watkins	election-day	3469
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Democratic Party	Richard L. Watkins	provisional	31
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Democratic Party	Richard L. Watkins	total	4391
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Libertarian Party	Barbara Howe	absentee-mail	6
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Libertarian Party	Barbara Howe	early	144
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Libertarian Party	Barbara Howe	election-day	898
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Libertarian Party	Barbara Howe	provisional	8
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Libertarian Party	Barbara Howe	total	1056
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Libertarian Party	Scerry Perry Whitlock	absentee-mail	2
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Libertarian Party	Scerry Perry Whitlock	early	14
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Libertarian Party	Scerry Perry Whitlock	election-day	143
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Libertarian Party	Scerry Perry Whitlock	provisional	0
North Carolina;US Congress House of Representatives District 4 Primary;North Carolina Libertarian Party	Scerry Perry Whitlock	total	159
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Democratic Party	DD Adams	absentee-mail	424
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Democratic Party	DD Adams	early	9036
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Democratic Party	DD Adams	election-day	21458
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Democratic Party	DD Adams	provisional	100
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Democratic Party	DD Adams	total	31018
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Democratic Party	Jenny Marshall	absentee-mail	164
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Democratic Party	Jenny Marshall	early	3730
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Democratic Party	Jenny Marshall	election-day	9047
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Democratic Party	Jenny Marshall	provisional	46
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Democratic Party	Jenny Marshall	total	12987
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Republican Party	Cortland J. Meader, Jr.	absentee-mail	25
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Republican Party	Cortland J. Meader, Jr.	early	519
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Republican Party	Cortland J. Meader, Jr.	election-day	1511
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Republican Party	Cortland J. Meader, Jr.	provisional	8
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Republican Party	Cortland J. Meader, Jr.	total	2063
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Republican Party	Dillon Gentry	absentee-mail	44
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Republican Party	Dillon Gentry	early	1296
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Republican Party	Dillon Gentry	election-day	4338
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Republican Party	Dillon Gentry	provisional	25
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Republican Party	Dillon Gentry	total	5703
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Republican Party	Virginia Foxx	absentee-mail	644
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Republican Party	Virginia Foxx	early	14518
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Republican Party	Virginia Foxx	election-day	49978
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Republican Party	Virginia Foxx	provisional	168
North Carolina;US Congress House of Representatives District 5 Primary;North Carolina Republican Party	Virginia Foxx	total	65308
North Carolina;US Congress House of Representatives District 6 Primary;North Carolina Democratic Party	Gerald Wong	absentee-mail	60
North Carolina;US Congress House of Representatives District 6 Primary;North Carolina Democratic Party	Gerald Wong	early	2424
North Carolina;US Congress House of Representatives District 6 Primary;North Carolina Democratic Party	Gerald Wong	election-day	5223
North Carolina;US Congress House of Representatives District 6 Primary;North Carolina Democratic Party	Gerald Wong	provisional	12
North Carolina;US Congress House of Representatives District 6 Primary;North Carolina Democratic Party	Gerald Wong	total	7719
North Carolina;US Congress House of Representatives District 6 Primary;North Carolina Democratic Party	Ryan Watts	absentee-mail	370
North Carolina;US Congress House of Representatives District 6 Primary;North Carolina Democratic Party	Ryan Watts	early	18428
North Carolina;US Congress House of Representatives District 6 Primary;North Carolina Democratic Party	Ryan Watts	election-day	33274
North Carolina;US Congress House of Representatives District 6 Primary;North Carolina Democratic Party	Ryan Watts	provisional	72
North Carolina;US Congress House of Representatives District 6 Primary;North Carolina Democratic Party	Ryan Watts	total	52144
North Carolina;US Congress House of Representatives District 7 Primary;North Carolina Democratic Party	Grayson Parker	absentee-mail	52
North Carolina;US Congress House of Representatives District 7 Primary;North Carolina Democratic Party	Grayson Parker	early	2762
North Carolina;US Congress House of Representatives District 7 Primary;North Carolina Democratic Party	Grayson Parker	election-day	7729
North Carolina;US Congress House of Representatives District 7 Primary;North Carolina Democratic Party	Grayson Parker	provisional	44
North Carolina;US Congress House of Representatives District 7 Primary;North Carolina Democratic Party	Grayson Parker	total	10587
North Carolina;US Congress House of Representatives District 7 Primary;North Carolina Democratic Party	Kyle Horton	absentee-mail	544
North Carolina;US Congress House of Representatives District 7 Primary;North Carolina Democratic Party	Kyle Horton	early	16164
North Carolina;US Congress House of Representatives District 7 Primary;North Carolina Democratic Party	Kyle Horton	election-day	26156
North Carolina;US Congress House of Representatives District 7 Primary;North Carolina Democratic Party	Kyle Horton	provisional	124
North Carolina;US Congress House of Representatives District 7 Primary;North Carolina Democratic Party	Kyle Horton	total	42988
North Carolina;US Congress House of Representatives District 8 Primary;North Carolina Democratic Party	Frank McNeill	absentee-mail	214
North Carolina;US Congress House of Representatives District 8 Primary;North Carolina Democratic Party	Frank McNeill	early	9714
North Carolina;US Congress House of Representatives District 8 Primary;North Carolina Democratic Party	Frank McNeill	election-day	22020
North Carolina;US Congress House of Representatives District 8 Primary;North Carolina Democratic Party	Frank McNeill	provisional	76
North Carolina;US Congress House of Representatives District 8 Primary;North Carolina Democratic Party	Frank McNeill	total	32024
