Name	VotesAllowed	NumberElected	NumberRunoff	IsPartisan	Office	PrimaryParty
PA House District 134 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 134	Independent Party
PA House District 135 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 135	Independent Party
PA House District 136 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 136	Independent Party
PA House District 137 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 137	Independent Party
PA House District 138 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 138	Independent Party
PA House District 139 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 139	Independent Party
PA House District 140 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 140	Independent Party
PA House District 141 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 141	Independent Party
PA House District 142 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 142	Independent Party
PA House District 143 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 143	Independent Party
PA House District 144 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 144	Independent Party
PA House District 145 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 145	Independent Party
PA House District 146 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 146	Independent Party
PA House District 147 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 147	Independent Party
PA House District 148 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 148	Independent Party
PA House District 149 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 149	Independent Party
PA House District 150 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 150	Independent Party
PA House District 151 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 151	Independent Party
PA House District 152 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 152	Independent Party
PA House District 153 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 153	Independent Party
PA House District 154 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 154	Independent Party
PA House District 155 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 155	Independent Party
PA House District 156 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 156	Independent Party
PA House District 157 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 157	Independent Party
PA House District 158 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 158	Independent Party
PA House District 159 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 159	Independent Party
PA House District 160 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 160	Independent Party
PA House District 161 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 161	Independent Party
PA House District 162 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 162	Independent Party
PA House District 163 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 163	Independent Party
PA House District 164 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 164	Independent Party
PA House District 165 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 165	Independent Party
PA House District 166 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 166	Independent Party
PA House District 167 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 167	Independent Party
PA House District 168 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 168	Independent Party
PA House District 169 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 169	Independent Party
PA House District 170 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 170	Independent Party
PA House District 171 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 171	Independent Party
PA House District 172 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 172	Independent Party
PA House District 173 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 173	Independent Party
PA House District 174 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 174	Independent Party
PA House District 175 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 175	Independent Party
PA House District 176 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 176	Independent Party
PA House District 177 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 177	Independent Party
PA House District 178 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 178	Independent Party
PA House District 179 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 179	Independent Party
PA House District 180 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 180	Independent Party
PA House District 181 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 181	Independent Party
PA House District 182 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 182	Independent Party
PA House District 183 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 183	Independent Party
PA House District 184 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 184	Independent Party
PA House District 185 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 185	Independent Party
PA House District 186 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 186	Independent Party
PA House District 187 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 187	Independent Party
PA House District 188 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 188	Independent Party
PA House District 189 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 189	Independent Party
PA House District 190 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 190	Independent Party
PA House District 191 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 191	Independent Party
PA House District 192 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 192	Independent Party
PA House District 193 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 193	Independent Party
PA House District 194 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 194	Independent Party
PA House District 195 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 195	Independent Party
PA House District 196 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 196	Independent Party
PA House District 197 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 197	Independent Party
PA House District 198 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 198	Independent Party
PA House District 199 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 199	Independent Party
PA House District 200 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 200	Independent Party
PA House District 201 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 201	Independent Party
PA House District 202 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 202	Independent Party
PA House District 203 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA House District 203	Independent Party
PA Senate District 1 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 1	Independent Party
PA Senate District 2 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 2	Independent Party
PA Senate District 3 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 3	Independent Party
PA Senate District 4 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 4	Independent Party
PA Senate District 5 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 5	Independent Party
PA Senate District 6 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 6	Independent Party
PA Senate District 7 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 7	Independent Party
PA Senate District 8 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 8	Independent Party
PA Senate District 9 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 9	Independent Party
PA Senate District 10 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 10	Independent Party
PA Senate District 11 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 11	Independent Party
PA Senate District 12 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 12	Independent Party
PA Senate District 13 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 13	Independent Party
PA Senate District 14 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 14	Independent Party
PA Senate District 15 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 15	Independent Party
PA Senate District 16 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 16	Independent Party
PA Senate District 17 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 17	Independent Party
PA Senate District 18 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 18	Independent Party
PA Senate District 19 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 19	Independent Party
PA Senate District 20 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 20	Independent Party
PA Senate District 21 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 21	Independent Party
PA Senate District 22 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 22	Independent Party
PA Senate District 23 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 23	Independent Party
PA Senate District 24 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 24	Independent Party
PA Senate District 25 (Independent Party Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 25	Independent Party
US Senate PA (Independent Party Primary) (Independent Party Primary)	1	1	0	True	US Senate PA	Independent Party
PA Governor (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Governor	Independent Party
US House PA District 1 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 1	Independent Party
US House PA District 2 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 2	Independent Party
US House PA District 3 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 3	Independent Party
US House PA District 4 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 4	Independent Party
US House PA District 5 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 5	Independent Party
US House PA District 6 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 6	Independent Party
US House PA District 7 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 7	Independent Party
US House PA District 8 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 8	Independent Party
US House PA District 9 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 9	Independent Party
US House PA District 10 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 10	Independent Party
US House PA District 11 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 11	Independent Party
US House PA District 12 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 12	Independent Party
US House PA District 13 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 13	Independent Party
US House PA District 14 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 14	Independent Party
US House PA District 15 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 15	Independent Party
US House PA District 16 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 16	Independent Party
US House PA District 17 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 17	Independent Party
US House PA District 18 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US House PA District 18	Independent Party
PA House District 1 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 1	Independent Party
PA House District 2 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 2	Independent Party
PA House District 3 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 3	Independent Party
PA House District 4 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 4	Independent Party
PA House District 5 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 5	Independent Party
PA House District 6 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 6	Independent Party
PA House District 7 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 7	Independent Party
PA House District 8 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 8	Independent Party
PA House District 9 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 9	Independent Party
PA House District 10 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 10	Independent Party
PA House District 11 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 11	Independent Party
PA House District 12 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 12	Independent Party
PA House District 13 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 13	Independent Party
PA House District 14 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 14	Independent Party
PA House District 15 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 15	Independent Party
PA House District 16 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 16	Independent Party
PA House District 17 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 17	Independent Party
PA House District 18 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 18	Independent Party
PA House District 19 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 19	Independent Party
PA House District 20 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 20	Independent Party
PA House District 21 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 21	Independent Party
PA House District 22 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 22	Independent Party
PA House District 23 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 23	Independent Party
PA House District 24 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 24	Independent Party
PA House District 25 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 25	Independent Party
PA House District 26 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 26	Independent Party
PA House District 27 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 27	Independent Party
PA House District 28 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 28	Independent Party
PA House District 29 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 29	Independent Party
PA House District 30 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 30	Independent Party
PA House District 31 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 31	Independent Party
PA House District 32 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 32	Independent Party
PA House District 33 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 33	Independent Party
PA House District 34 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 34	Independent Party
PA House District 35 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 35	Independent Party
PA House District 36 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 36	Independent Party
PA House District 37 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 37	Independent Party
PA House District 38 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 38	Independent Party
PA House District 39 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 39	Independent Party
PA House District 40 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 40	Independent Party
PA House District 41 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 41	Independent Party
PA House District 42 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 42	Independent Party
PA House District 43 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 43	Independent Party
PA House District 44 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 44	Independent Party
PA House District 45 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 45	Independent Party
PA House District 46 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 46	Independent Party
PA House District 47 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 47	Independent Party
PA House District 48 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 48	Independent Party
PA House District 49 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 49	Independent Party
PA House District 50 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 50	Independent Party
PA House District 51 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 51	Independent Party
PA House District 52 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 52	Independent Party
PA House District 53 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 53	Independent Party
PA House District 54 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 54	Independent Party
PA House District 55 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 55	Independent Party
PA House District 56 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 56	Independent Party
PA House District 57 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 57	Independent Party
PA House District 58 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 58	Independent Party
PA House District 59 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 59	Independent Party
PA House District 60 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 60	Independent Party
PA House District 61 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 61	Independent Party
PA House District 62 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 62	Independent Party
PA House District 63 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 63	Independent Party
PA House District 64 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 64	Independent Party
PA House District 65 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 65	Independent Party
PA House District 66 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 66	Independent Party
PA House District 67 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 67	Independent Party
PA House District 68 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 68	Independent Party
PA House District 69 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 69	Independent Party
PA House District 70 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 70	Independent Party
PA House District 71 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 71	Independent Party
PA House District 72 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 72	Independent Party
PA House District 73 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 73	Independent Party
PA House District 74 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 74	Independent Party
PA House District 75 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 75	Independent Party
PA House District 76 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 76	Independent Party
PA House District 77 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 77	Independent Party
PA House District 78 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 78	Independent Party
PA House District 79 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 79	Independent Party
PA House District 80 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 80	Independent Party
PA House District 81 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 81	Independent Party
PA House District 82 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 82	Independent Party
PA House District 83 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 83	Independent Party
PA House District 84 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 84	Independent Party
PA House District 85 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 85	Independent Party
PA House District 86 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 86	Independent Party
PA House District 87 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 87	Independent Party
PA House District 88 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 88	Independent Party
PA House District 89 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 89	Independent Party
PA House District 90 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 90	Independent Party
PA House District 91 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 91	Independent Party
PA House District 92 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 92	Independent Party
PA House District 93 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 93	Independent Party
PA House District 94 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 94	Independent Party
PA House District 95 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 95	Independent Party
PA House District 96 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 96	Independent Party
PA House District 97 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 97	Independent Party
PA House District 98 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 98	Independent Party
PA House District 99 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 99	Independent Party
PA House District 100 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 100	Independent Party
PA House District 101 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 101	Independent Party
PA House District 102 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 102	Independent Party
PA House District 103 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 103	Independent Party
PA House District 104 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 104	Independent Party
PA House District 105 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 105	Independent Party
PA House District 106 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 106	Independent Party
PA House District 107 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 107	Independent Party
PA House District 108 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 108	Independent Party
PA House District 109 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 109	Independent Party
PA House District 110 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 110	Independent Party
PA House District 111 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 111	Independent Party
PA House District 112 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 112	Independent Party
PA House District 113 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 113	Independent Party
PA House District 114 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 114	Independent Party
PA House District 115 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 115	Independent Party
PA House District 116 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 116	Independent Party
PA House District 117 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 117	Independent Party
PA House District 118 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 118	Independent Party
PA House District 119 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 119	Independent Party
PA House District 120 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 120	Independent Party
PA House District 121 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 121	Independent Party
PA House District 122 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 122	Independent Party
PA House District 123 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 123	Independent Party
PA House District 124 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 124	Independent Party
PA House District 125 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 125	Independent Party
PA House District 126 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 126	Independent Party
PA House District 127 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 127	Independent Party
PA House District 128 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 128	Independent Party
PA House District 129 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 129	Independent Party
PA House District 130 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 130	Independent Party
PA House District 131 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 131	Independent Party
PA House District 132 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 132	Independent Party
PA House District 133 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 133	Independent Party
PA House District 134 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 134	Independent Party
PA House District 135 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 135	Independent Party
PA House District 136 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 136	Independent Party
PA House District 137 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 137	Independent Party
PA House District 138 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 138	Independent Party
PA House District 139 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 139	Independent Party
PA House District 140 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 140	Independent Party
PA House District 141 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 141	Independent Party
PA House District 142 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 142	Independent Party
PA House District 143 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 143	Independent Party
PA House District 144 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 144	Independent Party
PA House District 145 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 145	Independent Party
PA House District 146 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 146	Independent Party
PA House District 147 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 147	Independent Party
PA House District 148 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 148	Independent Party
PA House District 149 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 149	Independent Party
PA House District 150 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 150	Independent Party
PA House District 151 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 151	Independent Party
PA House District 152 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 152	Independent Party
PA House District 153 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 153	Independent Party
PA House District 154 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 154	Independent Party
PA House District 155 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 155	Independent Party
PA House District 156 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 156	Independent Party
PA House District 157 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 157	Independent Party
PA House District 158 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 158	Independent Party
PA House District 159 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 159	Independent Party
PA House District 160 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 160	Independent Party
PA House District 161 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 161	Independent Party
PA House District 162 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 162	Independent Party
PA House District 163 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 163	Independent Party
